Country Name,Country Code,Series Name,Series Code,Version Name,Version Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Aruba,ABW,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,,,,
Australia,AUS,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,62.7139007849212,62.9047290524973,63.0614529502883,63.3946864871197,63.4871067258503,63.3712560040613,63.4930945159653,62.3004829282897,62.0296005102638,62.5433789359957,62.8621636749411,62.838082345131,62.2314931726176,61.3260351717585,61.5751793082801,61.5648959296044,61.2947945276805,61.3123673899744,61.4767712794345,60.7991096416438,60.4611900082007,60.2650247972612,60.6820873957018,59.9151295835882,61.0624422373508,60.3137081342827,60.557515327441,60.1642737201099,60.370722309725,59.0616091535087,59.2921390729339,59.3181729429988,58.1856995951733,57.2094294677375,57.2888327714356,57.9447561277222,56.6139046900017,55.3804199263241,54.3181078583237,53.2430391939914,51.8828996524478,53.3268161878604,52.7802871535868,51.6271559298648,52.883771787095,47.6306574853885,,,,
Austria,AUT,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,40.3947687091305,40.2143376120126,40.0472269314604,39.0191329619763,38.8387018648583,38.6231533058852,38.5504964882538,38.4790506175829,38.5178009203197,38.0588520222814,38.0358440300315,38.2102203923468,38.0564301283604,36.6420440784694,36.7304432065876,36.7825139258901,36.6529426011141,36.6674739646404,36.9132961976265,36.9411479777186,36.6178251392589,36.7752482441269,36.4858319205619,36.3162993460886,36.256962945023,36.099539840155,36.0050859772342,35.8997335916687,35.8428190845241,35.7859045773795,35.604262533301,35.312424315815,35.1441026883023,34.9386049891015,34.7226931460402,34.5943327682248,34.4308549285541,34.2718399573736,34.0211678655332,33.8467872799051,33.6583061849802,33.3971245503325,33.1322528284517,32.913693036556,32.8902245434606,32.9417253371787,,,,
Azerbaijan,AZE,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,53.4289868656645,53.5539613300167,53.9072545273201,53.9445065311174,54.3903288991432,55.1413773627985,56.3483849227362,56.7365939181428,57.3863567580655,57.4500024211903,57.4317945241957,57.5255287228379,57.5152409521966,57.5683522864747,57.5529121337899,57.5645354536543,57.5683493289119,57.5790951562538,57.6703445605885,57.691935444845,57.6870962278303,57.7045451795933,57.7005431692535,57.7017529003303,,,,
"Bahamas, The",BHS,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.4985014985015,1.4985014985015,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,,,,
Bahrain,BHR,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,11.5942028985507,14.4927536231884,14.4927536231884,14.4927536231884,14.4927536231884,14.4927536231884,13.0434782608696,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,14.0845070422535,12.9577464788732,12.9577464788732,12.9577464788732,12.3611111111111,11.9178082191781,11.7567567567568,11.5540540540541,11.2,10.7894736842105,11,11.2860892388451,11.2125162972621,11.1688311688312,11.1688311688312,11.1543450064851,11.1543450064851,,,,
Bangladesh,BGD,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,74.4948912959975,74.4795267726819,76.7534762234002,76.7381117000845,76.7381117000845,76.853345624952,76.807252055005,76.7534762234002,76.7227471767688,76.6920181301375,76.7227471767688,76.6766536068218,76.6536068218484,76.5460551586387,77.2835522777906,77.0300376430821,77.1375893062918,77.7060766689713,80.102942306215,80.2258584927403,79.7879695782438,79.2809403088269,73.3579165706384,72.5666436198817,71.8906045939925,72.0135207805178,71.6524544825997,71.9443804255973,72.4744564799877,72.873934086195,72.2132595836214,72.2363063685949,71.8521932857033,71.6601367442575,71.6217254359684,71.5295382960744,71.2913881846816,71.1838365214719,71.0839671199201,71.0301912883153,70.9917799800261,70.1236844126911,70.0622263194284,69.9700391795345,69.900898824614,70.6323269570562,,,,
Barbados,BRB,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,41.8604651162791,41.8604651162791,41.8604651162791,39.5348837209302,39.5348837209302,37.2093023255814,37.2093023255814,37.2093023255814,37.2093023255814,37.2093023255814,37.2093023255814,34.8837209302326,32.5581395348837,32.5581395348837,32.5581395348837,32.5581395348837,32.5581395348837,,,,
Belarus,BLR,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,46.2975744429107,46.1151646618024,46.0757247091303,46.0412147505423,46.0116347860383,45.8785249457701,45.8834549398541,45.7552750936699,45.6123052652337,45.0009859988168,44.49539022827,44.3031109796381,44.1644889305261,44.1206922052951,44.1498275012321,43.942828979793,43.9477575160177,44.014397002268,43.8541153277477,43.7386033216697,43.3492681484402,43.0042876151989,42.5410280419891,42.2946133753881,,,,
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.891677675033,45.7992073976222,45.8751651254954,45.9775429326288,45.947820343461,45.6737120211361,45.5746367239102,45.1420079260238,45.0891677675033,45.0330250990753,44.7721268163805,44.1116248348745,43.9894319682959,44.1380449141347,43.9663143989432,43.8573315719947,,,,
Belize,BLZ,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,3.59491451117931,3.63875493204735,3.63875493204735,3.68259535291539,3.68259535291539,3.72643577378343,3.72643577378343,3.77027619465147,4.07715914072775,4.12099956159579,4.20868040333187,4.25252082419991,4.25252082419991,4.25252082419991,4.25252082419991,4.42788250767207,4.51556334940815,4.91012713722052,5.04164839982464,5.26085050416484,5.52389302937308,5.69925471284524,5.96229723805348,6.26918018412977,6.26918018412977,6.40070144673389,6.44454186760193,6.48838228846997,6.48838228846997,6.57606313020605,6.53222270933801,6.53222270933801,6.66374397194213,6.66374397194213,6.66374397194213,6.66374397194213,6.66374397194213,6.66374397194213,6.66374397194213,6.79526523454625,6.88294607628233,6.88294607628233,7.01446733888645,7.01446733888645,7.01446733888645,7.01446733888645,,,,
Benin,BEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,15.3157147924796,15.7591344448386,16.025186236254,16.2025540971976,16.468605888613,16.8233416105002,17.0893934019156,17.355445193331,17.5328130542746,17.7101809152182,17.9762327066336,18.242284498049,18.5349414686059,18.6236253990777,18.7123093295495,18.8896771904931,19.4217807733239,19.5104647037957,19.5991486342675,19.6878325647393,20.1312522170983,20.2199361475701,20.3529620432778,20.5746718694573,21.2841433132316,22.3483504788932,24.0333451578574,25.6296559063498,27.0485987938985,27.5807023767293,28.3345157857396,28.9553032990422,29.8421426037602,30.7467186945725,31.6335579992905,31.2167435260731,29.5760908123448,29.6204327775807,30.5516140475346,29.7091167080525,30.5072720822987,31.3054274565449,32.8130542745655,33.2564739269244,33.2564739269244,33.2564739269244,,,,
Bermuda,BMU,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,,,,
Bhutan,BTN,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,8.17584487297477,8.17584487297477,8.24005307878347,8.24005307878347,8.38987222567044,8.38987222567044,8.51828863728785,8.56109410782698,8.56109410782698,8.66810778417482,8.83932966633136,8.83932966633136,8.94634334267919,9.203176165914,9.50281445968795,9.50281445968795,9.50281445968795,9.95227190034887,9.84525822400103,9.67403634184449,9.71684181238362,10.786978575862,10.786978575862,10.8083813111316,12.7889447236181,14.1959798994975,14.321608040201,14.3718592964824,14.3718592964824,14.3718592964824,13.3165829145729,13.4422110552764,13.4422110552764,13.4924623115578,15.3212477372301,15.5573628564682,15.1376026444893,14.7703124590078,13.6763124065378,13.6422068893145,13.6422068893145,13.631712884015,13.631712884015,13.631712884015,13.7891229635071,13.7891229635071,,,,
Bolivia,BOL,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,27.9673220714484,28.3707190990492,28.8655035539555,28.9005815563556,29.3944429059356,29.8901504661682,29.9233822579156,30.4190898181482,30.4523216098957,30.947106064802,30.9812609618758,31.4769685221084,31.5111234191821,31.5452783162559,32.0474476137727,32.0197544539832,32.4960768023631,32.5182313301948,32.5394627527001,32.74254592449,32.7286993445952,33.0434782608696,33.0757869472907,33.4284131819441,33.5558017169759,33.785654943229,33.8631957906397,34.0385858026401,34.1382811778824,34.218591341272,34.2869011354195,34.2989015046617,34.4419828302409,33.829040893566,33.8013477337764,34.119819071356,34.2582848703037,34.51490815102,34.6026031570202,34.7761469583679,34.6312194221361,34.6690667405151,34.7050678482415,34.7346072186836,34.805224776147,34.805224776147,,,,
Bosnia and Herzegovina,BIH,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,42.96875,42.7734375,42.578125,42.48046875,42.3828125,42.28515625,42.1875,41.11328125,41.6015625,41.5234375,41.46484375,42.36328125,42.37109375,42.12890625,42.16796875,41.97265625,41.6015625,41.5625,41.875,42.01171875,42.109375,42.1484375,42.2265625,42.63671875,,,,
Botswana,BWA,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,45.8789899952358,45.8789899952358,45.8807545039084,45.8807545039084,45.8807545039084,45.8807545039084,45.8807545039084,45.8807545039084,45.8807545039084,45.8842835212535,45.8842835212535,45.8842835212535,45.8878125385986,45.8878125385986,45.8878125385986,45.8913415559437,45.8913415559437,45.8948705732889,45.8948705732889,45.9036931166517,45.914280168687,45.7025391279798,45.6143136943518,45.7907645616078,45.870167451873,45.781942018245,45.781942018245,45.7025391279798,45.5790235209006,45.5966686076262,45.7907645616078,45.5260882607238,45.605491150989,45.517265717361,45.5719654862104,45.5975508619625,45.5296172780689,45.4960916132903,45.6672489545286,45.7325357754133,45.6319587810774,45.7466518447938,45.677836006564,45.6637199371835,45.8789899952358,45.8789899952358,,,,
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,23.3780482260407,23.8847399062471,24.2681984269227,24.6300014117974,25.1303519682609,25.5339106547629,25.8439078550969,26.1481621509092,26.3263118349298,26.6223107054919,26.833482090513,27.0184514736532,27.2950680414542,27.3770240747343,27.508991234892,27.6426334088685,28.0032399553011,28.2109416688402,28.4377863974521,28.646564905589,28.9069099105782,29.305682843312,29.5172131598657,29.8467123068051,30.080616022225,30.9245836992441,30.990028882024,31.0554740648039,31.1207996037396,31.1982091709399,31.2756187381403,31.5219654133575,31.8094695709811,32.1206632097572,32.5589186110785,32.5948835506464,32.6369263974999,32.4998145520415,32.7225913899504,32.7273771437186,32.7181645677148,32.9466843101456,32.9746809696894,33.3576728793727,33.8100342899258,33.8100342899258,,,,
British Virgin Islands,VGB,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,60,60,60,60,60,60,60,60,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,,,,
Brunei,BRN,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,4.55407969639469,3.60531309297913,3.41555977229602,3.41555977229602,3.41555977229602,3.41555977229602,3.2258064516129,2.84629981024668,2.84629981024668,2.84629981024668,2.65654648956357,2.65654648956357,2.46679316888046,2.46679316888046,2.27703984819734,2.27703984819734,2.27703984819734,2.27703984819734,2.27703984819734,2.27703984819734,2.08728652751423,2.08728652751423,2.08728652751423,2.08728652751423,2.08728652751423,1.89753320683112,1.89753320683112,1.89753320683112,1.89753320683112,1.89753320683112,1.89753320683112,2.08728652751423,2.08728652751423,2.08728652751423,2.08728652751423,2.08728652751423,1.95445920303605,2.16318785578748,2.16318785578748,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.73244781783681,2.73244781783681,2.73244781783681,,,,
Bulgaria,BGR,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,54.3252282382717,54.3161890987978,54.4336979119588,54.0721323330019,54.5783241435415,53.828075567206,56.0245864593691,56.0968995751604,56.1420952725301,56.0968995751604,55.8709210883124,55.8528428093645,55.8799602277863,55.8347645304167,55.7895688330471,55.7624514146253,55.7353339962036,55.7353339962036,55.6991774383079,55.7534122751514,55.6720600198861,55.6901382988339,55.6268643225165,55.3285727198771,55.6720600198861,55.7172557172557,55.7172557172557,56.0697821567387,51.0259423302902,51.3332730724035,50.4564765434331,49.6971888276236,48.9430147058824,48.9657074561,49.006987863185,48.4628129602356,47.7768572217619,47.1043182027438,46.9662093729859,46.3338246131172,46.5364775239499,46.8680913780398,47.1904937361828,46.0114222549742,45.8456153279293,46.1670965364775,,,,
Burkina Faso,BFA,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,30.1023391812865,30.0438596491228,30.343567251462,30.6030701754386,30.8954678362573,31.1988304093567,31.3779239766082,31.5606725146199,31.7434210526316,31.9261695906433,32.108918128655,32.2916666666667,32.4744152046784,32.6571637426901,32.8399122807018,33.0226608187134,33.2054093567251,33.406432748538,34.9561403508772,35.0877192982456,34.9963450292398,34.9049707602339,34.8135964912281,34.7222222222222,34.4700292397661,34.5394736842105,34.9049707602339,36.0014619883041,36.4400584795322,36.4400584795322,35.7090643274854,38.6330409356725,39.3640350877193,40.8260233918129,38.9985380116959,40.0950292397661,39.3640350877193,40.0950292397661,44.1154970760234,43.0190058479532,44.1520467836257,43.0921052631579,44.2251461988304,44.9561403508772,44.2251461988304,44.2251461988304,,,,
Burundi,BDI,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,73.208722741433,73.9485981308411,74.2211838006231,77.8816199376947,79.0498442367601,80.2180685358256,81.5809968847352,83.4501557632399,82.5545171339564,81.7757009345794,81.3084112149533,80.8021806853583,80.2180685358256,80.2180685358256,80.2180685358256,80.2180685358256,81.0747663551402,81.4641744548287,81.9704049844237,81.9704049844237,82.1651090342679,82.1651090342679,82.5545171339564,82.6713395638629,80.7242990654206,79.3224299065421,77.6090342679128,76.01246105919,74.493769470405,73.481308411215,72.702492211838,72.0794392523365,71.417445482866,71.3785046728972,71.9626168224299,70.8333333333333,69.4314641744548,67.4844236760125,69.4314641744548,71.3785046728972,71.3785046728972,73.3255451713396,75.2725856697819,79.1666666666667,79.1666666666667,79.1277258566978,,,,
Cambodia,KHM,Agricultural land (% of land area),AG.LND.AGRI.ZS,2018 Oct,201810,19.3689100385225,13.8794470881487,13.8794470881487,13.8794470881487,14.1627011103558,14.1627011103558,14.4459551325629,14.4459551325629,14.72920915477,14.72920915477,15.0124631769771,15.0124631769771,15.1824155903014,15.2390663947428,15.2447314751869,16.9385905279855,18.6381146612282,20.9607976433265,23.5100838431906,25.1246317697711,25.237933378654,25.5495128030818,25.5778382053025,25.6684794924088,25.8894176297303,25.8894176297303,25.9460684341718,25.9460684341718,26.2293224563789,26.2859732608203,27.0224337185588,27.7022433718559,28.3254022207115,28.8919102651258,29.6283707228643,30.3421708588262,30.3365057783821,30.3365057783821,30.3365057783821,30.3365057783821,30.9030138227963,30.9030138227963,30.9030138227963,30.9030138227963,30.9030138227963,30.9030138227963,,,,
