Country Name,Country Code,Series Name,Series Code,Version Name,Version Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Aruba,ABW,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,226447700639.222,234570076466.545,249385068778.77,266422709728.481,275164813970.725,286166499541.026,289308742879.312,295009010239.678,298459332629.495,303425710276.026,316914217172.201,332104522129.25,339404583690.165,340714995617.039,355864374586.041,362307670796.001,372771339940.186,379125674457.092,407857395018.186,427198082975.681,433081640409.468,431848761377.347,432911078082.819,453238926920.596,472082435946.934,487600601075.116,513251420727.623,536601983746.641,560896423646.604,583052274364.618,601859444515.022,622143874722.413,649399938152.643,673278107920.309,709862375631.425,726404472491.211,753357688909.882,782027691236.38,820865154668.526,870769442342.315,879040732313.557,928444391450.748,976360567020.696,983865430700.632,992218996208.405,1006127480436.67,1011528299205.54,,,
Austria,AUT,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,128786812633.641,134719242313.46,143378145550.799,151966531955.129,155121957017.949,155025436107.423,162028336603.086,169513552611.291,170146427594.992,178794194688.8,180089572669.806,178627734380.481,181958638459.582,188528657854.297,188874435077.916,193029754151.214,198306891111.349,202047695259.326,210006102051.371,218109664513.149,227895443531.073,234530243341.203,239167130473.66,238994855503.444,244814751371.148,250105809443.211,255604800158.643,259243034887.411,267910144738.827,273052201076.448,283120083329.905,283791624644.338,291257159652.398,293971706073.08,302775144608.471,308286470002.845,321029786248.989,331999676470.088,337234330846.611,320098314658.704,326241169431.862,331242153273.883,329871546372.948,329083002984.35,331531908323.13,334390103490.356,341456757052.277,,,
Azerbaijan,AZE,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5772436769.68093,6490910721.32154,6568735489.17944,7847195569.60325,10326057446.2214,11899588086.1268,13460187746.5211,17123407868.4146,23416194663.0217,29654260904.3492,38250035956.5095,37695929924.6336,35500110263.5483,40719540108.6266,42263648712.2789,,,,,,,
"Bahamas, The",BHS,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,6231836156.57522,6129379642.38991,5723103521.88062,5751435395.40017,5612728633.35114,5719607233.18148,7023292749.00513,7942897060.2865,6146360158.96997,6909030869.63641,7408160592.99318,7767899318.38607,7565470337.48367,8356023102.15502,8190504745.6972,7933461398.5598,8258428221.01836,8023098100.443,8366643143.82052,8126080715.67302,7342399900.14927,7109346205.75781,7017765063.1995,9601428548.44825,9427537475.18442,9265892373.35859,8991987720.84538,8728964272.37482,,,
Bahrain,BHR,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15719829590.261,18209966528.9443,20659178508.0713,18051077226.798,20812360583.9294,21760507823.3734,20923493128.8183,22916402531.7517,21752968714.097,23538481723.9324,,,,
Bangladesh,BGD,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,33570091597.7935,32837700669.0115,33644255465.0792,34456004480.8056,37651893856.8608,39137861764.9207,40586063856.8688,41640305608.2006,42719461762.8464,45689730936.1867,45046348579.8888,46540010359.6433,47983012262.1668,50528280540.3878,52472054711.8936,54081403341.2954,55271795661.9443,57755158318.1792,60400368286.0675,63798313595.4659,66932379734.1349,69564268902.1058,72431648891.3419,78075418567.6942,83116167427.0092,89539198535.2537,96073358957.3842,101069560338.815,106704313690.372,113437548828.137,119764711493.955,127259472464.823,134541037121.335,140341540294.275,148838301967.045,158559869451.732,,,
Barbados,BRB,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3856984466.39454,,,,,,,,,
Belarus,BLR,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,21169942313.1852,17016881467.5227,13039140113.0918,11713842358.2238,12412064297.0014,14034120343.7637,15811586385.422,16621210117.1276,18500822063.6267,20532045146.7263,22418719399.9958,24947071715.5566,28513837530.7967,32626345291.802,37408379686.6442,41463617294.3497,48708749507.0688,46252788736.3738,50916515724.8836,59840368792.8447,63361777145.3297,64017876650.7384,66020542579.5815,63001080086.1227,58635707113.6824,,,
Belgium,BEL,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,176723632626.178,182590051026.557,194276457231.555,207752128198.637,211269222795.556,208621192408.692,220635805678.214,220751093202.768,227056194032.994,231343312949.079,230034482162.465,223849996627.215,223471006176.926,225237034757.317,232467238486.483,239142712796.669,250647468518.994,258642031701.37,274320000720.544,284261238121.709,292305738608.214,298418326373.187,305594117101.2,307680745065.737,319694011871.729,324788606306.849,327134788757.493,338424794712.35,345205146526.45,353620843247.726,362809872471.641,361798380952.186,368833203193.985,368801565678.208,378100696283.886,382134055736.393,388698683898.351,402037450030.877,398469315993.574,384176619334.462,405699179304.242,397834115910.888,404019182513.296,401462205775.665,403942775776.801,408808685291.649,418493144906.08,,,
Belize,BLZ,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,411747703.294335,424921388.649482,418667710.334791,395396803.166781,374444240.698206,404081564.444955,477849777.695644,554479770.465573,611444394.491884,648458208.707686,722052716.873878,740558100.866994,799762884.323422,740448639.079505,760100160.40226,758281992.854033,771465764.236532,798023450.268796,840723285.345592,833556632.308546,856241386.017077,908866767.324656,927124201.095103,931532282.407662,959022866.940686,969151425.811236,955861930.972814,926868030.863914,991488936.436363,959732996.715549,1038807889.98072,1099998155.01552,1136168200.49362,1202968506.49715,1312226047.0268,1276645444.09848,,,
Benin,BEN,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,1773632924.1705,1902487721.51175,2021474508.09682,2063207909.28624,1944579637.79088,1915224306.13346,2009009272.67142,2026535397.94307,2240302097.84048,2487792054.25254,2604475363.25904,2722257530.58629,2411462011.7107,2488197228.06053,2542110309.51471,2622835559.93749,2528343845.40191,2651609029.76626,2487666167.74319,2811077641.53724,2977016741.61206,2953185590.94271,3133781536.52031,3021096470.06256,3312830969.06771,3412880989.18565,3616691362.39311,3703050671.63179,3601000707.49834,3899813687.30125,4101762243.05108,4386320340.50285,4595312249.80112,4868326151.57999,4901374240.85252,5045133988.97257,5309016553.75863,5627324779.55972,5779116332.99691,5862986063.94313,6066985387.13658,6378398031.76762,6952994309.08599,7416636523.13529,7531947783.74288,7511921168.93546,,,
Bermuda,BMU,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620642332.248326,678253976.989008,747296705.876507,794242249.448421,842037853.465355,914115817.174974,971409463.835127,1119942450.1297,1154230503.92749,1216468350.14057,1323624350.73506,1418635634.84149,1469927607.4495,1517918824.05597,1602892829.71416,1645373216.74918,1753534835.63046,,,
Bolivia,BOL,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,6885813551.10895,7058646030.37579,7394585746.57793,7799399431.62595,7937691849.76937,8146816086.74162,8574698663.43321,9060101219.80279,9631174007.63879,10133424561.8993,10769026302.6856,10594259732.4609,10519587197.3783,10793160041.5405,11212946658.127,11599849835.3374,11933462262.2261,12075973603.5145,12673759345.9462,12860053752.2106,14418988833.179,14746832252.9067,15756933043.8254,16321804933.4856,16922385602.2834,17812475587.6539,18062413650.5017,18824127756.9135,19531069130.6666,,,
Bosnia and Herzegovina,BIH,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14251189441.5868,15412442878.1697,16129821549.5248,15562770071.4016,15283282542.4305,14968032846.9419,14577756857.5386,15062741554.1329,15310748402.0352,15994089862.7854,16644507744.7846,,,
Botswana,BWA,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,1390221478.16284,1500548225.22969,1534227837.98777,1552443264.11678,1719917077.49202,2156271694.57952,2428160355.62702,2577218279.93134,3308309597.79935,3884084745.35909,4416126701.82072,4709924505.28722,4749339218.38733,5161992414.1941,4503476928.9885,5028698093.91039,5602039582.32077,6198224467.9862,6619592600.64758,6969646547.03337,7266826557.45008,7460525772.92022,6592113768.38828,6303538950.16495,6422036588.09685,7450852587.81325,7929416211.081,8328438826.86204,8303245104.89549,7771463435.31335,9237607140.66531,11435408772.2102,11181374069.1313,12077183714.7615,13108862547.1808,13256500552.7738,14348572812.2192,,,
Brazil,BRA,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1839720218279.84,,,,,,,,,
British Virgin Islands,VGB,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,4889199669.20957,5386746183.98806,5671472403.29021,5429184782.69863,5085113483.83908,4955716684.41748,6893295887.12743,5738500508.69244,5186166814.19594,5471363300.20466,5685360936.82641,5821944176.7805,6655108973.16682,6875091375.69383,7592920024.93036,8471287801.2074,9539195681.32647,10366374887.6041,12354003990.5766,10084561171.9817,10488553642.0045,11675551849.8142,12271970931.0477,12362173586.8517,12526853257.1417,11741569871.411,10882156377.2731,,,
Bulgaria,BGR,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,22883537368.4641,25489972003.3919,26733351849.9655,27821826669.2381,29311774337.5643,29242386278.9656,29342278409.0022,31280931131.5577,32684671010.8499,30837621711.2552,29951267501.7594,24586476801.1501,24266808460.1126,22819521315.7884,23996503349.1385,23963955249.8676,25531975142.8961,24224484593.1838,24733598585.0856,23028607435.3772,24801047860.0837,26683786985.1738,28890474118.493,30246658440.4531,32463286418.3363,34096930609.1449,35753153326.6289,37194909582.4568,41472359869.7517,41436146645.7961,41270031202.1489,42810996016.3306,43417367446.8108,43481073882.7305,44559163685.5153,46218109496.2179,50073851673.4285,,,
Burkina Faso,BFA,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,2146745049.13201,2219711339.86179,2397981774.13313,2389954193.08967,2357016909.18421,2452983761.58684,2652467654.62661,2630214990.29424,2780618429.9194,2790126364.67213,2785537081.31612,2996134672.81944,2944720150.71823,3041069603.17552,2812109016.07479,2960024832.69517,3297240678.44009,3489387734.18005,3804674666.62993,4215748422.2133,4320721614.33531,4617394130.17895,4865238923.21318,5242708946.84019,5414061949.81452,5772224150.47938,6076670842.34193,6260593415.71789,6619191022.01449,6761746669.86531,7094640883.29044,7476366716.32015,8309421237.40146,8687356706.91557,8903002199.27641,8853419189.91474,9867169412.42732,,,
Burundi,BDI,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,749072634.870065,729515075.01436,872456528.854906,901311757.051886,832663472.846357,796968153.289126,563357628.541077,726162507.624687,828372066.986069,868806182.084046,864432601.1936,873308096.998222,979384834.97183,1287175736.74302,1276816753.56313,1490866418.7179,1621322146.20975,1748828028.25649,1615814378.31579,1572847627.89896,,,
Cambodia,KHM,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,2998056844.82146,3149267002.63988,3441837861.25957,3525156011.23181,4004761937.27156,4267873508.95056,4576875590.83518,4829416331.79735,5250537054.20246,5762477920.07724,6576596141.57516,7402566965.40026,8042791387.17301,9109800013.88681,9119744855.56769,9451884878.16892,10325371251.8992,11228601169.1506,12273464066.0477,12549276110.3874,13389080656.7241,14450273375.668,,,
Cameroon,CMR,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,5302920830.36132,5325730583.49398,5077730288.19359,5646994498.90331,6253507961.72166,5809485337.82409,6131279831.97113,8866492497.24413,8660231028.46269,7246067043.52548,9622168522.85198,12608609286.7817,12578680699.9177,13105685940.848,14275267640.4856,17711431344.0288,16061082695.3758,14216067927.5572,11865209597.2994,11383582317.3368,11671388250.9471,9901495649.59146,10876259096.489,11146654655.3164,11193001722.0794,11310410776.3991,12149871212.8805,13116885434.3351,13572019148.0811,13773132271.3345,14556191410.8674,15439502088.2596,16257664966.3087,17893768481.2582,17909719854.1065,18749412962.5172,19337927897.8049,19768031066.4821,21334550985.1655,21641709602.5528,22456026066.0027,23275828323.0263,24703677999.4554,26832261379.6183,28338472712.1573,29506636290.8246,,,
Canada,CAN,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,408883654818.173,427481243719.329,454904639578.874,486569249289.796,496557546641.261,509631654076.506,541571825255.8,552125993280.014,567946614568.752,564404668723.886,572212598544.322,593823971276.548,581732361513.437,600706354254.991,633646097150.152,663954641927.688,684029252432.695,718129061620.478,753696796515.365,771458597526.179,762516434938.224,752275394180.298,749812446644.936,769109133164.814,802613786756.905,834233824506.861,844889877065.75,885210042217.578,906214878144.022,954942392745.388,1014811458829.57,1025751342997.42,1059468362442.58,1113698044435.25,1161024984971.34,1216793805300.8,1258302737958.21,1297129638439.74,1316179530799.09,1238026973038.45,1306500408081.73,1365955067881.05,1383242616714.87,1420073494905.16,1447736951354.33,1424892756354.25,1436591670459.31,,,
Cape Verde,CPV,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239987361.49682,1295594013.01207,1288430000.47623,1258386478.31709,1302969933.68923,1281494924.10635,1268415963.18513,1301090065.6733,1330252928.13052,1343633723.61313,,,
Caribbean small states,CSS,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49471861356.6492,,,,,,,,,
Cayman Islands,CYM,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692393678.13962,1765624986.96035,1805740183.07065,1820633088.14158,1910783143.64145,1133531101.7374,1154910672.79627,1218792946.37474,1260712988.42419,,,
Central Europe and the Baltics,CEB,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,508355271001.441,569003361563.207,601562057244.314,627912329299.121,652975974278.357,681864992500.514,693050656365.863,719359446886.837,744237804077.317,773717491928.151,803057271341.672,848031314954.612,902988735502.104,956929424793.214,1023547081358.73,1071092327401.99,1039723612296.28,1050267024924.67,1076296969569.58,1081210025232.11,1103394646922.89,1144077759652.56,1191712116000.07,1230387107237.92,,,
Chad,TCD,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4919594554.62648,4973937633.36892,7251004250.31177,8030509051.34344,7574464807.19596,8710192914.32805,9397475720.20173,10009422874.0076,9317974224.12684,8280992842.85963,,,
Channel Islands,CHI,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,80642776097.5962,86639597845.3724,91688147109.3614,90270738092.9542,94048867074.2802,98474209315.1667,101033810176.795,103433389272.219,110107520112.104,119420822960.783,123109405230.713,132426334465.623,134978105579.117,140499277160.456,156200488560.153,167635823289.987,178346131853.062,185941689217.602,190577755644.172,196545492450.308,200610436045.314,,,
China,CHN,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,1091751195490.07,1216828200570.63,1330050193231.05,1434792781177.92,1551690828586.7,1681046309246.52,1854073129303.53,2063159401778.34,2296870178366.23,2538885715387.66,2847636463917.59,3251147520557.93,3732536204627.52,3957408447786.58,4505586361681.48,4910035153124.64,5190202960049.94,5662226138767.07,6017269735314.12,6513566273357.92,6962949118669.41,7384181268443.8,,,
China and India,CNI,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,49868583828.0277,52704703282.7388,57267548758.6368,62736477965.382,62968087724.3998,64816038403.6929,70746395100.8755,75825876844.2305,82509364006.7756,84466173006.0492,89046052133.2526,88197098813.456,88126656690.1081,87912217221.3949,91940602877.6411,93043350354.574,104881822774.926,104590022399.775,111737472137.062,112101331806.279,111150851865.387,118888745191.287,123657494108.703,134094377322.922,143532061366.46,150039008295.471,149426518407.662,154901197500.306,153311275328.848,141748946567.893,146166376019.003,148979829467.874,151943299443.741,155917723401.09,165742233214.313,174770313801.353,187082461908.774,203645882849.959,211383417893.118,218511245543.582,228968282715.825,241620136154.367,255059573446.825,268415499898.699,279382762696.739,293504298733.052,299425086021.11,,,
Comoros,COM,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380087884.964896,408603663.335341,417662650.915415,414581120.894958,414829151.103865,424318226.753013,427014145.87776,410597548.76959,430199046.81031,443353618.269094,468484110.011831,494887998.822445,499197481.575451,513161632.978186,516045114.389227,,,,,
Congo,COG,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,1203375527.12045,1218563682.10324,1326919361.34129,1181793980.68347,1226890634.0518,1094350609.1997,1004457301.12979,918598435.749914,824610744.995241,1127954910.90842,1745001576.99618,2796743553.79189,2625132591.62122,2336350430.9552,1989582282.2463,1802988068.26863,1702447574.45307,1237814059.7435,1016755293.73089,1088818990.94876,1552681538.36389,1626229521.80318,906292303.798892,1180811046.00907,327671201.562673,295002941.24939,752879831.179972,1122069467.40215,765337447.683507,428749042.198371,921836300.957999,1389863863.2852,1919253665.42088,1149676863.40182,622143984.811014,357520383.992951,1336126914.41413,1755695858.03506,2597405456.99276,2239617219.73333,1202207170.95158,1740795543.36636,2936221222.22231,3762163208.33607,5359080918.52707,5354452612.64813,,,
"Congo, Dem. Rep.",COD,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,12236666120.0941,10382017681.9124,10618526826.2541,10404093676.2048,10486853716.2219,10022195749.0691,10264167958.8387,10072542567.1981,9827095268.02136,10068509768.9191,10925095562.379,11678986200.7776,12190937623.9256,11746322229.0197,12367689569.6866,11628123808.386,12614365211.806,14688958115.7433,15079707171.2085,17214199337.9456,19391988128.2312,20973425193.1659,23062430902.4276,24055854588.6274,,,
Costa Rica,CRI,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29780000529.8726,30949869614.9051,30996745030.9594,33513345055.5299,34548987409.0204,36303387268.7727,37038792552.5797,38431912253.7169,40666345104.9257,42717245282.0089,,,
Cote d'Ivoire,CIV,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19934752769.3693,21289225257.0453,22498041484.489,20565701519.6099,23144994804.5354,23783046373.8231,28235492648.369,30938483797.3823,34208661801.842,,,
Croatia,HRV,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,31314185051.0838,33191467037.3063,35657423971.8554,36922910743.3617,35536701668.9279,36587626877.6837,37069670207.2647,39947440477.6937,41497318168.8316,44253420645.6129,47099922062.2237,49365271352.0275,52394853846.8556,53195079668.7878,48527560116.2025,48088957054.5058,48245680101.3438,46986764668.8307,47294687191.8542,47268957103.6428,48908288158.0085,48571226639.3714,,,
